Id;Nombre;Apellido;Documento;IdTipoDocumento;Celular;IdGenero;IdEstadoCivil;Correo;IdProvincia;SucursalPreferido
7498;Miranda Lucía;Castellanos ;40233205965;1;8293472448;2;4;MirandaLucíaCastellanos@gmail.com;10;4
7499;Carla Guadalupe;Peguero Abad;40210685762;1;8297012714;2;4;CarlaGuadalupePegueroAbad@gmail.com;5;6
7500;Lucas Joaquín;Adames Matos;40261278518;1;8294541097;1;6;LucasJoaquínAdamesMatos@gmail.com;21;5
7501;Vicente ;Urbaez ;40278076185;1;8492992459;1;1;VicenteUrbaez@gmail.com;16;6
7502;Manuel Gabriel;Terrero Rosario;40215878562;1;8498427213;1;6;ManuelGabrielTerreroRosario@gmail.com;16;7
7503;Pablo ;Liriano ;40295368562;1;8493527135;1;4;PabloLiriano@gmail.com;19;9
7504;Gabriel ;Lantigua Almanzar;40247936759;1;8298901472;1;3;GabrielLantiguaAlmanzar@gmail.com;19;8
7505;Alan Maximiliano;Espinal ;40296983973;1;8299398579;1;5;AlanMaximilianoEspinal@gmail.com;3;14
7506;Antonia Alicia;Acevedo Zapata;40260195293;1;8499604569;2;1;AntoniaAliciaAcevedoZapata@gmail.com;12;5
7507;Carlos Emiliano;Suriel Aybar;40282101384;1;8291202544;1;4;CarlosEmilianoSurielAybar@gmail.com;19;9
7508;Diego Adrián;Feliz Cespedes;40232454747;1;8498134314;1;2;DiegoAdriánFelizCespedes@gmail.com;10;9
7509;Sofía ;Valera ;40276050909;1;8292412148;2;5;SofíaValera@gmail.com;16;6
7510;Álvaro Emilio;Nunez ;40210266072;1;8497411461;1;3;ÁlvaroEmilioNunez@gmail.com;25;9
7511;Alexa ;Ogando Marmolejos;40292069535;1;8297430589;2;3;AlexaOgandoMarmolejos@gmail.com;18;13
7512;Montserrat Ana;Bueno ;40245582222;1;8492571628;2;1;MontserratAnaBueno@gmail.com;5;9
7513;Alexander Lorenzo;Castro Aybar;40258688721;1;8298657193;1;5;AlexanderLorenzoCastroAybar@gmail.com;22;3
7514;Lorenzo ;Moreta ;40225226748;1;8495037010;1;3;LorenzoMoreta@gmail.com;15;1
7515;Adrián ;Blanco Ortiz;62658861379;2;8296985456;1;1;AdriánBlancoOrtiz@gmail.com;6;6
7516;Salvador León;Espinosa ;40238455006;1;8291635913;1;1;SalvadorLeónEspinosa@gmail.com;16;2
7517;Cristóbal Lucas;Cuevas ;40296924143;1;8297027362;1;5;CristóbalLucasCuevas@gmail.com;12;3
7518;Alonso ;Montilla ;40297736036;1;8492369661;1;6;AlonsoMontilla@gmail.com;28;12
7519;Alonso Enzo;German Oviedo;40221283797;1;8291636269;1;6;AlonsoEnzoGermanOviedo@gmail.com;5;14
7520;Eric Kevin;Suazo ;40257348130;1;8297634982;1;4;EricKevinSuazo@gmail.com;19;7
7521;Juana Paula;Nova ;40271643255;1;8291485314;2;1;JuanaPaulaNova@gmail.com;14;6
7522;Manuel ;Mendez Burgos;40287006649;1;8497513961;1;1;ManuelMendezBurgos@gmail.com;15;13
7523;Victoria Mariangel;Oviedo ;40291751019;1;8293360272;2;1;VictoriaMariangelOviedo@gmail.com;10;4
7524;Felipe Gonzalo;Tapia Miranda;40271885760;1;8499200662;1;1;FelipeGonzaloTapiaMiranda@gmail.com;11;12
7525;Luciana Mariana;Valdez ;40295062932;1;8494832324;2;5;LucianaMarianaValdez@gmail.com;27;14
7526;Martina ;Roman ;40277587269;1;8493866164;2;3;MartinaRoman@gmail.com;12;13
7527;Fernando Emmanuel;Mora Reinoso;40269072903;1;8495335133;1;5;FernandoEmmanuelMoraReinoso@gmail.com;31;1
7528;Ximena ;Nuñez ;40244564224;1;8499653133;2;5;XimenaNuñez@gmail.com;2;6
7529;Danna ;Lebron ;40293971979;1;8299926028;2;6;DannaLebron@gmail.com;28;11
7530;Alejandra ;Alvarado Gomez;40273578350;1;8496858222;2;5;AlejandraAlvaradoGomez@gmail.com;20;3
7531;Natalia ;Tejeda ;40238831951;1;8293849659;2;4;NataliaTejeda@gmail.com;10;8
7532;Juan Ignacio;Rosário ;40218050781;1;8299999989;1;1;JuanIgnacioRosário@gmail.com;13;1
7533;Isaac ;Tineo ;40256254534;1;8499538947;1;5;IsaacTineo@gmail.com;6;13
7534;Miguel ;Mendez Veloz;40233677092;1;8493127443;1;3;MiguelMendezVeloz@gmail.com;5;15
7535;Francesca ;Zapata ;40263057898;1;8292440444;2;5;FrancescaZapata@gmail.com;23;14
7536;Maximiliano Alan;Pinales Mendoza;40211257361;1;8295317898;1;2;MaximilianoAlanPinalesMendoza@gmail.com;13;1
7537;Isidora ;Flores ;40271060041;1;8493873819;2;6;IsidoraFlores@gmail.com;25;6
7538;Jerónimo Cristian;Lee Medina;40288550574;1;8296195388;1;5;JerónimoCristianLeeMedina@gmail.com;24;11
7539;Pedro Esteban;Pimentel ;40233207216;1;8295161420;1;2;PedroEstebanPimentel@gmail.com;24;9
7540;Francisco ;Carrasco ;40292718965;1;8494666190;1;2;FranciscoCarrasco@gmail.com;4;7
7541;Maite ;Mora ;40231860713;1;8498335915;2;5;MaiteMora@gmail.com;13;12
7542;Josué ;German Pineda;40220474583;1;8494543100;1;5;JosuéGermanPineda@gmail.com;7;6
7543;Isaac Marcos;Infante Almanzar;40269388954;1;8294169390;1;2;IsaacMarcosInfanteAlmanzar@gmail.com;9;13
7544;Lola ;Estrella Figuereo;40292995738;1;8292748611;2;4;LolaEstrellaFiguereo@gmail.com;19;14
7545;Ian Damián;Pereyra Mieses;40244816074;1;8494495343;1;4;IanDamiánPereyraMieses@gmail.com;1;1
7546;Emma ;Baez Pineda;40279234462;1;8491234419;2;5;EmmaBaezPineda@gmail.com;9;13
7547;Pablo Esteban;Nuez Vargas;40211351572;1;8297795307;1;3;PabloEstebanNuezVargas@gmail.com;15;13
7548;Dante Sergio;Rojas Zorrilla;40248541171;1;8493007695;1;1;DanteSergioRojasZorrilla@gmail.com;15;2
7549;Antonella Victoria;Contreras Linares;40226430424;1;8496772200;2;1;AntonellaVictoriaContrerasLinares@gmail.com;2;5
7550;Bruno ;Sanchez Campusano;40227996395;1;8495728429;1;4;BrunoSanchezCampusano@gmail.com;22;9
7551;Juan ;Liranzo Jaquez;40282599310;1;8497932316;1;2;JuanLiranzoJaquez@gmail.com;16;1
7552;Bianca Juliana;Tejeda Bueno;40238725291;1;8492471229;2;4;BiancaJulianaTejedaBueno@gmail.com;13;10
7553;Enzo Emmanuel;Bonilla Nuez;40216089799;1;8493072931;1;6;EnzoEmmanuelBonillaNuez@gmail.com;7;3
7554;Christopher Lucas;Rosario Maldonado;40251883820;1;8493017128;1;3;ChristopherLucasRosarioMaldonado@gmail.com;16;7
7555;Ignacio ;Montero ;40247460142;1;8498650348;1;4;IgnacioMontero@gmail.com;5;6
7556;Emiliano ;Gonzalez ;40215139579;1;8493488383;1;6;EmilianoGonzalez@gmail.com;22;8
7557;Ariadna Luciana;Benitez Nolasco;40265854303;1;8494181772;2;4;AriadnaLucianaBenitezNolasco@gmail.com;22;3
7558;Agustín Álvaro;Lopez Salcedo;40216297677;1;8497241318;1;2;AgustínÁlvaroLopezSalcedo@gmail.com;18;1
7559;Matilda Carla;Rondon ;40218594196;1;8494931906;2;4;MatildaCarlaRondon@gmail.com;15;11
7560;Gonzalo ;Reyes ;40221948611;1;8292998089;1;1;GonzaloReyes@gmail.com;13;11
7561;Maite ;Puello ;40281224245;1;8497324038;2;5;MaitePuello@gmail.com;27;7
7562;Agustín Juan;Heredia ;40253255666;1;8299068446;1;2;AgustínJuanHeredia@gmail.com;28;7
7563;Ainhoa Adriana;Miranda ;40274811731;1;8292602593;2;5;AinhoaAdrianaMiranda@gmail.com;4;13
7564;Rafaela Ashley;Roque ;40239652990;1;8493224678;2;2;RafaelaAshleyRoque@gmail.com;24;9
7565;Lorenzo ;Guerra ;40237974418;1;8494798912;1;1;LorenzoGuerra@gmail.com;19;2
7566;Emiliano Luca;Valerio ;40237880569;1;8494713623;1;6;EmilianoLucaValerio@gmail.com;18;12
7567;Miguel ;Infante Mieses;62687926978;2;8299765074;1;1;MiguelInfanteMieses@gmail.com;9;12
7568;Aarón Isaac;Ferreira ;40213490131;1;8297384612;1;5;AarónIsaacFerreira@gmail.com;32;15
7569;Valentina ;Campusano ;40227113641;1;8497649246;2;6;ValentinaCampusano@gmail.com;14;1
7570;Eric David;Ferreras Santo;40298479554;1;8293678609;1;2;EricDavidFerrerasSanto@gmail.com;32;10
7571;Axel ;Rosado ;40249644093;1;8495575916;1;1;AxelRosado@gmail.com;11;15
7572;Nicole ;Vargas ;40230291372;1;8297409640;2;1;NicoleVargas@gmail.com;30;13
7573;Ainara ;Rosado Bueno;40222774924;1;8496492036;2;3;AinaraRosadoBueno@gmail.com;23;13
7574;Juan ;Leon Suero;40222727624;1;8295540359;1;3;JuanLeonSuero@gmail.com;9;1
7575;Francisco ;Lopez ;40261673645;1;8492834257;1;5;FranciscoLopez@gmail.com;30;10
7576;Florencia ;Brito ;40238559633;1;8298778466;2;2;FlorenciaBrito@gmail.com;19;10
7577;Lorenzo Ian;Villanueva ;40212345027;1;8495013327;1;6;LorenzoIanVillanueva@gmail.com;24;14
7578;Aitana ;Araujo Tineo;40255825788;1;8291906044;2;6;AitanaAraujoTineo@gmail.com;3;9
7579;Leonardo ;Sanchez Lopez;40248837518;1;8494993634;1;5;LeonardoSanchezLopez@gmail.com;27;8
7580;Constanza ;Collado ;40260573080;1;8291469046;2;1;ConstanzaCollado@gmail.com;31;10
7581;Derek Marc;Morel Nunez;40237001995;1;8296345928;1;6;DerekMarcMorelNunez@gmail.com;27;11
7582;Eduardo ;Duran ;40294177574;1;8293256185;1;2;EduardoDuran@gmail.com;11;6
7583;David Cristian;Mojica ;40284609629;1;8298309893;1;4;DavidCristianMojica@gmail.com;2;13
7584;Emilio ;Taveras ;40244278258;1;8496391494;1;5;EmilioTaveras@gmail.com;17;14
7585;Amanda Julia;Fermin Morel;40267328855;1;8295652478;2;3;AmandaJuliaFerminMorel@gmail.com;5;1
7586;Juan ;Fermin ;40263788200;1;8497469061;1;5;JuanFermin@gmail.com;20;1
7587;Adrián ;Valera ;40230261842;1;8299163435;1;6;AdriánValera@gmail.com;16;2
7588;Noah ;Estevez ;40279877133;1;8491810121;1;6;NoahEstevez@gmail.com;17;3
7589;Cristóbal Pedro;Guillen ;40233096115;1;8294121539;1;6;CristóbalPedroGuillen@gmail.com;10;6
7590;Joaquín Enzo;Carrasco Brea;40265538468;1;8297914475;1;5;JoaquínEnzoCarrascoBrea@gmail.com;29;7
7591;Alba Aitana;Piña ;40232561633;1;8499217222;2;5;AlbaAitanaPiña@gmail.com;17;10
7592;Valentina Sara;Mendez ;40213369248;1;8294112363;2;6;ValentinaSaraMendez@gmail.com;29;15
7593;Miranda ;Mota Santos;62678646965;2;8494096558;2;5;MirandaMotaSantos@gmail.com;17;14
7594;Benjamín ;Zorrilla ;40236319546;1;8293188767;1;6;BenjamínZorrilla@gmail.com;28;12
7595;Carolina ;Heredia ;40243354285;1;8496203051;2;5;CarolinaHeredia@gmail.com;28;11
7596;Alexander Jorge;Moreta Montilla;40245030136;1;8495182800;1;3;AlexanderJorgeMoretaMontilla@gmail.com;22;6
7597;Liam Ignacio;Cedano ;40270650490;1;8294338095;1;1;LiamIgnacioCedano@gmail.com;4;10
7598;Pedro Matías;Moya ;40279989096;1;8496795436;1;2;PedroMatíasMoya@gmail.com;24;9
7599;Ian Ignacio;Nuez Nova;40277785039;1;8292591714;1;6;IanIgnacioNuezNova@gmail.com;1;12
7600;David ;Vicioso Santana;40224906936;1;8491791695;1;3;DavidViciosoSantana@gmail.com;10;3
7601;Antonella ;Castillo ;40289174681;1;8495683030;2;6;AntonellaCastillo@gmail.com;3;10
7602;Gael ;Matos ;40279383445;1;8299937871;1;6;GaelMatos@gmail.com;20;4
7603;Bautista ;Asencio ;40256194508;1;8494233000;1;1;BautistaAsencio@gmail.com;16;9
7604;Santiago ;Suero ;40299357710;1;8499369378;1;5;SantiagoSuero@gmail.com;22;11
7605;Julieta Amelia;Veloz ;40212673913;1;8298716646;2;3;JulietaAmeliaVeloz@gmail.com;22;14
7606;Adrián ;Segura ;40243187545;1;8291115821;1;2;AdriánSegura@gmail.com;5;12
7607;Julián Jorge;Moya ;40291054676;1;8493970493;1;3;JuliánJorgeMoya@gmail.com;32;12
7608;Jerónimo ;Duran ;40270419164;1;8293814491;1;5;JerónimoDuran@gmail.com;31;7
7609;Hugo Juan;Sencion Navarro;40290873431;1;8291514071;1;5;HugoJuanSencionNavarro@gmail.com;5;3
7610;Iker Gonzalo;Veras Almonte;40224022678;1;8492750411;1;5;IkerGonzaloVerasAlmonte@gmail.com;28;11
7611;Noah Sebastián;Suero Nolasco;40268419184;1;8298386024;1;3;NoahSebastiánSueroNolasco@gmail.com;18;6
7612;Sergio Pablo;Roque ;40240853838;1;8494920651;1;6;SergioPabloRoque@gmail.com;22;11
7613;Elena ;Heredia ;40256905885;1;8294927181;2;3;ElenaHeredia@gmail.com;32;9
7614;Ainhoa Miranda;Cabral Nivar;40270375027;1;8296487277;2;1;AinhoaMirandaCabralNivar@gmail.com;9;6
7615;Oliver Alonso;Rondon ;40268267610;1;8296291947;1;5;OliverAlonsoRondon@gmail.com;28;10
7616;Elizabeth Daniela;Beltre ;40286402197;1;8494619780;2;3;ElizabethDanielaBeltre@gmail.com;28;3
7617;Noa ;Cabral ;40216929011;1;8491310078;2;5;NoaCabral@gmail.com;10;15
7618;Carlos ;Reynoso Ramirez;40232518779;1;8493175883;1;6;CarlosReynosoRamirez@gmail.com;4;8
7619;AnaSofía María;Martinez Flores;40237525251;1;8497399250;2;2;AnaSofíaMaríaMartinezFlores@gmail.com;28;4
7620;Álvaro Felipe;Colon Troncoso;40231280287;1;8298400065;1;1;ÁlvaroFelipeColonTroncoso@gmail.com;29;2
7621;Mario Santiago;Minaya Veloz;40285879103;1;8292355761;1;4;MarioSantiagoMinayaVeloz@gmail.com;8;2
7622;Juan ;Marrero Suriel;40255260052;1;8292541416;1;5;JuanMarreroSuriel@gmail.com;30;6
7623;Mateo ;Infante ;40272646515;1;8292480199;1;3;MateoInfante@gmail.com;9;9
7624;Emilio ;Burgos Taveras;62656117705;2;8294482869;1;5;EmilioBurgosTaveras@gmail.com;28;3
7625;Andrés Axel;Berroa ;40264103452;1;8292924282;1;3;AndrésAxelBerroa@gmail.com;17;11
7626;Simón Gonzalo;Liriano ;40295166538;1;8494133622;1;1;SimónGonzaloLiriano@gmail.com;17;3
7627;Andrea Carla;Vizcaino Reynoso;40292901337;1;8294219495;2;2;AndreaCarlaVizcainoReynoso@gmail.com;25;10
7628;Amanda ;Collado ;40236345909;1;8296875563;2;1;AmandaCollado@gmail.com;11;14
7629;Sofía Maite;Urbaez Castillo;40280214601;1;8491815176;2;6;SofíaMaiteUrbaezCastillo@gmail.com;32;2
7630;Ana ;Polanco ;40237371141;1;8298247622;2;4;AnaPolanco@gmail.com;1;13
7631;Pablo ;Feliz ;40250989190;1;8294634032;1;6;PabloFeliz@gmail.com;25;5
7632;Natalia ;Rondon Severino;40216603052;1;8293878677;2;2;NataliaRondonSeverino@gmail.com;19;1
7633;Emma ;Ciprian ;40230590684;1;8497879462;2;4;EmmaCiprian@gmail.com;13;8
7634;Martín Emiliano;Rijo ;40265975452;1;8293445192;1;3;MartínEmilianoRijo@gmail.com;17;3
7635;Ana ;Delgado Lizardo;40210053723;1;8296121333;2;4;AnaDelgadoLizardo@gmail.com;3;14
7636;Lorenzo Juan;Mena ;40250564009;1;8499089709;1;5;LorenzoJuanMena@gmail.com;9;8
7637;Juan ;Tavarez ;40294306784;1;8491233441;1;2;JuanTavarez@gmail.com;32;1
7638;Guadalupe ;Alba ;40296211994;1;8491755242;2;5;GuadalupeAlba@gmail.com;25;11
7639;Samue Gabriel;Lora ;40232544132;1;8292877907;1;2;SamueGabrielLora@gmail.com;19;15
7640;Ian Dante;Colon ;40291543566;1;8494491038;1;2;IanDanteColon@gmail.com;12;12
7641;Isaac Liam;Franco ;40277415870;1;8493930136;1;1;IsaacLiamFranco@gmail.com;3;12
7642;Adrián ;Tejeda ;40293224298;1;8497949626;1;6;AdriánTejeda@gmail.com;4;11
7643;Daniela ;Grullon Cabral;40286743516;1;8292127650;2;1;DanielaGrullonCabral@gmail.com;32;13
7644;Julia Salomé;Paniagua ;40231820456;1;8494358449;2;6;JuliaSaloméPaniagua@gmail.com;28;2
7645;Abril Allison;Florian ;40247140800;1;8493027754;2;4;AbrilAllisonFlorian@gmail.com;9;14
7646;Isabel ;Soriano Garcia;62637639657;2;8499419995;2;5;IsabelSorianoGarcia@gmail.com;26;1
7647;Alan ;Medrano Morillo;40294436723;1;8493244322;1;1;AlanMedranoMorillo@gmail.com;6;8
7648;Cristian ;Vallejo Ledesma;40227178426;1;8493317499;1;6;CristianVallejoLedesma@gmail.com;5;14
7649;Ángel Joel;Mojica ;40272209534;1;8494256580;1;4;ÁngelJoelMojica@gmail.com;27;15
7650;Alexa ;Concepcion ;40234414669;1;8495075090;2;3;AlexaConcepcion@gmail.com;2;13
7651;Julián Juan;Peguero ;40257480791;1;8491763621;1;5;JuliánJuanPeguero@gmail.com;32;7
7652;Kevin ;Navarro ;40293824634;1;8498712348;1;6;KevinNavarro@gmail.com;8;3
7653;Luciano Agustín;Perdomo ;40225067565;1;8298164489;1;4;LucianoAgustínPerdomo@gmail.com;14;9
7654;Fernando ;Tejada Carvajal;40288583162;1;8296289889;1;1;FernandoTejadaCarvajal@gmail.com;22;8
7655;Franco Miguel;Calderon Santana;40259527931;1;8496357641;1;2;FrancoMiguelCalderonSantana@gmail.com;9;15
7656;Diego Antonio;Bido ;40244415064;1;8495264785;1;3;DiegoAntonioBido@gmail.com;13;3
7657;Matías ;Castro ;40267233167;1;8294953832;1;6;MatíasCastro@gmail.com;3;5
7658;Samantha ;Peralta Ortega;40236106572;1;8498618397;2;2;SamanthaPeraltaOrtega@gmail.com;31;9
7659;León ;Robles Almonte;40211061069;1;8493143184;1;3;LeónRoblesAlmonte@gmail.com;31;3
7660;Irene Florencia;Leon ;40291889228;1;8493580502;2;1;IreneFlorenciaLeon@gmail.com;7;12
7661;Máximo ;Abad Linares;40297498231;1;8297243748;1;5;MáximoAbadLinares@gmail.com;14;4
7662;Iker Aarón;Severino Muñoz;40210485792;1;8499436258;1;5;IkerAarónSeverinoMuñoz@gmail.com;1;12
7663;Dante Miguel;Acevedo Linares;40270900334;1;8291695290;1;6;DanteMiguelAcevedoLinares@gmail.com;14;10
7664;Valeria ;Serrano ;40264530336;1;8297011633;2;2;ValeriaSerrano@gmail.com;9;2
7665;Iker Agustín;Alvarado Monegro;40232707590;1;8497772474;1;5;IkerAgustínAlvaradoMonegro@gmail.com;10;14
7666;Rodrigo ;Nuñez ;40222514204;1;8492054414;1;5;RodrigoNuñez@gmail.com;14;11
7667;Miguel ;Salazar Tineo;40260671353;1;8497351858;1;3;MiguelSalazarTineo@gmail.com;23;11
7668;Gonzalo ;Montas Vicioso;40252338804;1;8494999848;1;4;GonzaloMontasVicioso@gmail.com;23;12
7669;Juan Oliver;Solis Moreta;40277257908;1;8291519908;1;3;JuanOliverSolisMoreta@gmail.com;2;3
7670;Dante ;Urbaez ;40243299762;1;8494709708;1;5;DanteUrbaez@gmail.com;2;3
7671;Noah Rodrigo;Heredia Montilla;40234389203;1;8294748789;1;3;NoahRodrigoHerediaMontilla@gmail.com;2;9
7672;Bianca ;Rivas Espinal;40213626132;1;8491094237;2;3;BiancaRivasEspinal@gmail.com;32;5
7673;Iván ;Segura ;40255873641;1;8492557890;1;6;IvánSegura@gmail.com;7;14
7674;Elizabeth Lucía;Ovalle ;40223262370;1;8292800640;2;2;ElizabethLucíaOvalle@gmail.com;25;14
7675;Dante Gonzalo;Morel Pascual;40295115746;1;8494892335;1;2;DanteGonzaloMorelPascual@gmail.com;7;6
7676;Manuel Alan;Nuñez Novas;40263820898;1;8299995959;1;3;ManuelAlanNuñezNovas@gmail.com;12;2
7677;Ariadna ;Mercado Guerra;40234669829;1;8498210269;2;3;AriadnaMercadoGuerra@gmail.com;25;10
7678;Kevin Luciano;Aybar ;40261641611;1;8494060109;1;1;KevinLucianoAybar@gmail.com;26;10
7679;Emma ;Mercado Sepulveda;40225142370;1;8491600795;2;5;EmmaMercadoSepulveda@gmail.com;18;8
7680;Emiliano Liam;Taveras ;40214089092;1;8291537060;1;5;EmilianoLiamTaveras@gmail.com;11;9
7681;Juan ;Olivo Lee;40243853747;1;8293839134;1;1;JuanOlivoLee@gmail.com;23;5
7682;Constanza ;Lara ;40251427159;1;8295671570;2;6;ConstanzaLara@gmail.com;28;3
7683;Mariana Veran;Moreta Garrido;40270000340;1;8298564907;2;5;MarianaVeranMoretaGarrido@gmail.com;10;3
7684;Nicole ;Franco ;40241556699;1;8495598676;2;4;NicoleFranco@gmail.com;8;5
7685;Alejandro Franco;Reyes ;40289542356;1;8293788642;1;2;AlejandroFrancoReyes@gmail.com;27;10
7686;Josué ;Evangelista ;62678538360;2;8292509786;1;6;JosuéEvangelista@gmail.com;32;10
7687;Bautista Jorge;Zorrilla ;40267269478;1;8292326822;1;6;BautistaJorgeZorrilla@gmail.com;15;14
7688;Noa Irene;Diaz Rosário;40285165120;1;8299166506;2;5;NoaIreneDiazRosário@gmail.com;15;4
7689;Mía Carmen;Villar Rondon;40298162438;1;8295331724;2;4;MíaCarmenVillarRondon@gmail.com;29;9
7690;Vicente ;Medina ;40216650479;1;8294593772;1;1;VicenteMedina@gmail.com;9;3
7691;Andrés David;Bonilla ;40268802374;1;8499734110;1;1;AndrésDavidBonilla@gmail.com;16;5
7692;Julián ;Toribio Nivar;40228578770;1;8293974524;1;1;JuliánToribioNivar@gmail.com;9;13
7693;Claudia Samantha;Paulino Linares;40290985077;1;8292845280;2;3;ClaudiaSamanthaPaulinoLinares@gmail.com;12;3
7694;María ;Veras Veloz;40230616583;1;8499022702;2;5;MaríaVerasVeloz@gmail.com;28;8
7695;Allison ;Blanco ;40220175491;1;8292258426;2;5;AllisonBlanco@gmail.com;18;5
7696;Fernando ;Rivera Mata;40215823569;1;8495012059;1;4;FernandoRiveraMata@gmail.com;21;15
7697;Luciana Ainhoa;Infante Guerra;40255902333;1;8292513076;2;1;LucianaAinhoaInfanteGuerra@gmail.com;4;9
7698;Bruno Juan;Campusano Moreno;40212356624;1;8491990096;1;6;BrunoJuanCampusanoMoreno@gmail.com;9;13
7699;Ivanna ;Ortega Zorrilla;40245334942;1;8295637382;2;1;IvannaOrtegaZorrilla@gmail.com;14;8
7700;Emilio Luca;Tapia Mateo;40211423346;1;8496326296;1;1;EmilioLucaTapiaMateo@gmail.com;10;9
7701;Derek ;Collado Mateo;40226823788;1;8299375565;1;1;DerekColladoMateo@gmail.com;5;6
7702;Benjamín ;Rondon Villanueva;40217661922;1;8297142149;1;4;BenjamínRondonVillanueva@gmail.com;14;4
7703;Brianna ;Navarro Bello;40293024744;1;8293874850;2;5;BriannaNavarroBello@gmail.com;25;7
7704;Alejandro ;Montas ;40271017483;1;8497095879;1;4;AlejandroMontas@gmail.com;15;6
7705;Mariangel Isabella;Pascual ;40286875652;1;8497427074;2;5;MariangelIsabellaPascual@gmail.com;5;8
7706;Juan ;Beriguete Lantigua;40232382606;1;8499720611;1;2;JuanBerigueteLantigua@gmail.com;6;6
7707;Esteban ;Matias Arias;40254978516;1;8296406064;1;5;EstebanMatiasArias@gmail.com;3;9
7708;Allison ;Lee ;40262606535;1;8492792828;2;1;AllisonLee@gmail.com;13;12
7709;Álvaro ;Estevez ;40298076801;1;8493994365;1;1;ÁlvaroEstevez@gmail.com;20;15
7710;Salvador Rafael;Ferreira ;62687325931;2;8494732988;1;3;SalvadorRafaelFerreira@gmail.com;27;12
7711;Emiliano ;Mora Perez;40259813592;1;8298606446;1;2;EmilianoMoraPerez@gmail.com;28;3
7712;Julieta Elizabeth;Bonilla Jimenez;40279974312;1;8292002900;2;1;JulietaElizabethBonillaJimenez@gmail.com;5;9
7713;Cristian Alexander;Mata ;40281849550;1;8496318175;1;5;CristianAlexanderMata@gmail.com;23;15
7714;Ana Brianna;Lopez ;40235978308;1;8297736261;2;3;AnaBriannaLopez@gmail.com;28;5
7715;Adriana Ana;Reynoso Nolasco;40246516764;1;8497014887;2;2;AdrianaAnaReynosoNolasco@gmail.com;27;10
7716;Cristian ;Santana ;40214082315;1;8494919216;1;5;CristianSantana@gmail.com;31;2
7717;Rafael ;Ovalles ;40213894031;1;8492835298;1;3;RafaelOvalles@gmail.com;21;12
7718;Sergio Nicolás;Sierra Lluberes;40235462722;1;8292739804;1;3;SergioNicolásSierraLluberes@gmail.com;23;5
7719;Benjamín ;Espaillat Castellanos;40210035115;1;8495673862;1;1;BenjamínEspaillatCastellanos@gmail.com;12;2
7720;Aarón Gael;Valenzuela Carvajal;40240519247;1;8494552886;1;6;AarónGaelValenzuelaCarvajal@gmail.com;10;15
7721;Pablo ;Rosa ;40273059541;1;8297746468;1;5;PabloRosa@gmail.com;2;6
7722;Josué ;Herrera ;40222296611;1;8293525634;1;4;JosuéHerrera@gmail.com;4;12
7723;Ian ;Pinales ;40253704015;1;8499636361;1;3;IanPinales@gmail.com;10;15
7724;Sebastián Tomás;Almanzar Terrero;40289775817;1;8494477110;1;5;SebastiánTomásAlmanzarTerrero@gmail.com;3;8
7725;Liam ;Espinosa Minaya;40264594794;1;8296219836;1;4;LiamEspinosaMinaya@gmail.com;10;14
7726;Benjamín Kevin;Puello ;40271275321;1;8498855838;1;5;BenjamínKevinPuello@gmail.com;8;1
7727;Ciro Leonardo;Duarte ;40268468328;1;8493413013;1;6;CiroLeonardoDuarte@gmail.com;3;3
7728;Kevin Salvador;Piña Moreno;40244107429;1;8298692838;1;5;KevinSalvadorPiñaMoreno@gmail.com;14;14
7729;Emilio ;Molina ;40275924816;1;8293306195;1;5;EmilioMolina@gmail.com;20;2
7730;Isabella ;Toribio Rosário;40239432845;1;8298719325;2;3;IsabellaToribioRosário@gmail.com;9;12
7731;Adrián ;Castillo ;62670381906;2;8295056996;1;1;AdriánCastillo@gmail.com;17;8
7732;Matilda ;Castillo ;40267479125;1;8494875470;2;3;MatildaCastillo@gmail.com;31;10
7733;Romina Juana;Paredes Padilla;40263823972;1;8498087541;2;6;RominaJuanaParedesPadilla@gmail.com;32;12
7734;Kevin ;Montas Ceballos;40259761389;1;8294647533;1;1;KevinMontasCeballos@gmail.com;32;2
7735;Oliver ;Pimentel Ramirez;40287350489;1;8298459567;1;6;OliverPimentelRamirez@gmail.com;4;1
7736;Enzo ;Heredia Nuñez;40214785082;1;8493407057;1;1;EnzoHerediaNuñez@gmail.com;12;5
7737;Paula Montserrat;Jerez ;40283219370;1;8498926995;2;2;PaulaMontserratJerez@gmail.com;2;1
7738;Valeria ;Agramonte ;40242185567;1;8291217695;2;5;ValeriaAgramonte@gmail.com;19;15
7739;Leonardo ;Mesa Castro;40297346576;1;8495619854;1;3;LeonardoMesaCastro@gmail.com;2;2
7740;Enzo ;Rosário Benitez;40259706607;1;8496591644;1;3;EnzoRosárioBenitez@gmail.com;16;11
7741;Miguel Daniel;Santos Valdez;40217349446;1;8295816759;1;2;MiguelDanielSantosValdez@gmail.com;28;8
7742;Luciano ;Piña Ogando;40257438023;1;8493039264;1;5;LucianoPiñaOgando@gmail.com;14;11
7743;Luciano ;Andujar ;40293324649;1;8296009799;1;2;LucianoAndujar@gmail.com;24;1
7744;Adriana Aitana;Fermin Cabral;40293917109;1;8291600640;2;1;AdrianaAitanaFerminCabral@gmail.com;32;7
7745;Cristóbal ;Amador Paulino;40277844407;1;8493050070;1;3;CristóbalAmadorPaulino@gmail.com;14;11
