IdDireccion;Direccion;IdCliente;EsDireccionVivienda
19700;Calle Casimiro De Moya Edif. 1 Apt. 69;11469;0
19701;Interior 1era Edif. 17 Apt. 31;38593;0
19702;Calle Paseo Del Almendral Edif. 56 Apt. 158;16428;0
19703;Calle Duvergé Edif. 16 Apt. 33;4252;1
19704;Calle Eva Pellerano Castro Edif. 32 Apt. 174;27461;0
19705;Respaldo 23 Edif. 137 Apt. 72;8220;1
19706;Calle Mango Edif. 102 Apt. 82;38803;1
19707;Calle El Caracol Edif. 184 Apt. 121;22025;0
19708;Casandra Damiron Edif. 131 Apt. 157;4786;0
19709;Calle Sexta Edif. 22 Apt. 123;35845;1
19710;Transversal 4ta Cucuyo Edif. 75 Apt. 186;24680;0
19711;Calle 21a Edif. 149 Apt. 114;29756;0
19712;Santiago Edif. 110 Apt. 22;13828;0
19713;Calle Los Anturios Edif. 92 Apt. 154;38498;0
19714;Salvador Estrella Sadhala Edif. 101 Apt. 169;35266;0
19715;Pablo Neruda Edif. 67 Apt. 109;33217;1
19716;Mostaza Edif. 171 Apt. 136;40890;0
19717;San Juan Bautista Edif. 31 Apt. 60;28457;0
19718;Calle Ángel Severo Cabral Edif. 134 Apt. 29;35123;1
19719;Calle Horizonte Edif. 24 Apt. 179;1742;1
19720;Calle 14 Edif. 167 Apt. 155;24942;0
19721;Calle 12 Edif. 105 Apt. 160;34671;0
19722;Calle Sanchez Edif. 77 Apt. 65;39887;0
19723;Calle Atlas Edif. 102 Apt. 177;1488;0
19724;Calle Pablo Pujols Edif. 76 Apt. 91;31665;1
19725;Calle Perla Edif. 116 Apt. 188;19891;0
19726;Calle San Rafael Edif. 112 Apt. 26;41255;1
19727;Calle 17 Edif. 85 Apt. 33;19607;1
19728;Respaldo Manolo Tavares Justo Edif. 130 Apt. 24;5271;1
19729;Calle S Edif. 153 Apt. 96;2157;1
19730;Calle Tomillo Edif. 86 Apt. 130;21679;1
19731;Calle Padre Billini Edif. 52 Apt. 151;2782;0
19732;Macedonia 1ra Edif. 15 Apt. 99;24232;0
19733;Calle Porfirio Herrera Edif. 131 Apt. 62;29031;0
19734;Cs 3 Edif. 73 Apt. 147;40034;0
19735;Jardines De Kyoto Edif. 160 Apt. 47;29963;0
19736;Calle 23a Edif. 17 Apt. 4;119;1
19737;Calle Tu Lipan Edif. 8 Apt. 143;13700;1
19738;Daniel El Conde Edif. 12 Apt. 195;5498;0
19739;Calle Doce Juegos Edif. 67 Apt. 29;8534;0
19740;Calle Duvergé Edif. 46 Apt. 146;24441;0
19741;Jose Rn Edif. 128 Apt. 25;38851;0
19742;Calle Jardines Del Norte Edif. 187 Apt. 64;36110;0
19743;Calle Roma Edif. 78 Apt. 41;5947;0
19744;Avenida Francia Edif. 68 Apt. 135;34746;0
19745;Calle Las Palmas Edif. 192 Apt. 134;5448;0
19746;Calle San Juan Bosco Edif. 139 Apt. 59;20120;0
19747;Calle Cardenal Oeste Edif. 18 Apt. 46;27805;0
19748;Calle Turin Edif. 75 Apt. 189;25678;0
19749;Calle José Felieu Edif. 163 Apt. 26;22798;1
19750;Mella Edif. 66 Apt. 170;30956;0
19751;Respaldo K Edif. 148 Apt. 106;40875;0
19752;Manuel Castillo Edif. 8 Apt. 104;2435;0
19753;Calle Estrelleta Edif. 94 Apt. 114;26697;1
19754;Calle Carlos I Edif. 97 Apt. 93;18209;0
19755;Calle Manuel María Castillo Edif. 121 Apt. 23;19399;1
19756;Naranja Edif. 168 Apt. 86;9602;0
19757;Calle Diamante Edif. 132 Apt. 147;6700;1
19758;Rp. Navarro Edif. 71 Apt. 157;25230;1
19759;Central Edif. 109 Apt. 4;15216;0
19760;Rafael Tolentino Edif. 128 Apt. 31;793;0
19761;Calle Francisco Carias Lavandier Edif. 14 Apt. 145;36159;0
19762;Calle Betania Edif. 89 Apt. 100;12771;0
19763;Calle 7 Picos Edif. 159 Apt. 115;12561;0
19764;Socorro Sánchez Edif. 141 Apt. 10;11198;0
19765;Calle Francisco Prats Ramírez Edif. 87 Apt. 26;26879;1
19766;Calle Manzana 41 Y 42 Edif. 160 Apt. 112;21004;0
19767;Calle Vientos Del Oeste Edif. 173 Apt. 52;18870;0
19768;Calle Santiago Roguez Edif. 11 Apt. 57;38764;0
19769;Calle 2da Edif. 133 Apt. 154;23739;0
19770;Calle Mayaguano Edif. 170 Apt. 19;19334;1
19771;Nelly Dominici De Carias Edif. 56 Apt. 96;33132;0
19772;Calle Las Cumbres Edif. 92 Apt. 20;38778;0
19773;Avenida Pasteur Edif. 170 Apt. 92;34859;0
19774;Calle B Pichardo Edif. 6 Apt. 36;40152;0
19775;Countay Club Edif. 38 Apt. 161;23019;1
19776;Calle 39 Edif. 198 Apt. 89;21944;0
19777;Santiago Edif. 162 Apt. 15;2750;0
19778;Prado Del Oeste Edif. 17 Apt. 69;29693;1
19779;Calle Playa Dorada Edif. 88 Apt. 22;37170;0
19780;Calle Paseo De Las Flores Edif. 145 Apt. 15;8575;1
19781;Respaldo Caridad Edif. 7 Apt. 43;10597;0
19782;Calle Mercedes Echenique Edif. 193 Apt. 73;18129;1
19783;Gardenis Geranios Edif. 82 Apt. 71;11374;0
19784;Jose Nicolas Casimiro Edif. 15 Apt. 94;24565;0
19785;Calle Juan Pablo Duarte Edif. 194 Apt. 144;11073;0
19786;Duverge Edif. 1 Apt. 50;34796;1
19787;Calle Hernando De Gorjón Edif. 116 Apt. 8;36808;0
19788;Calle 3ra Edif. 60 Apt. 32;27703;1
19789;Calle Carlos De Lora Edif. 12 Apt. 49;15018;0
19790;Calle Ramon Ramirez Edif. 79 Apt. 152;11254;0
19791;Calle 3ra Edif. 29 Apt. 31;15125;0
19792;Calle La Gloria Edif. 159 Apt. 178;21938;0
19793;Calle Recta Final Edif. 12 Apt. 115;2266;0
19794;San Ramón Edif. 70 Apt. 44;15285;1
19795;Calle 4 Edif. 26 Apt. 71;28406;0
19796;Calle Las Caobas Edif. 143 Apt. 139;31414;1
19797;Juan Pablo Pina Edif. 44 Apt. 176;1869;1
19798;Mostaza Edif. 100 Apt. 54;31624;0
19799;Respaldo Trina Moya Edif. 95 Apt. 195;39483;0
19800;Avenida Padre Castellanos Edif. 124 Apt. 109;17853;1
19801;Calle Antonio Alvarez Edif. 30 Apt. 170;35991;1
19802;Calle 19 Edif. 96 Apt. 80;39603;0
19803;Calle Jayaco Edif. 16 Apt. 89;19260;0
19804;Calle 1era La Yaguita Edif. 136 Apt. 159;33569;0
19805;Calle Proyecto 4 Edif. 35 Apt. 150;14054;0
19806;Calle Luz Consuelo Sur Edif. 87 Apt. 76;19801;0
19807;Calle Romero Edif. 146 Apt. 161;22567;0
19808;Calle Manzana 40 Y 42 Edif. 49 Apt. 28;12638;0
19809;Calle Mercedes Laura Aguiar Edif. 91 Apt. 76;18492;1
19810;16 De Abril Edif. 24 Apt. 55;20725;1
19811;Calle P Salcedo Edif. 86 Apt. 60;39332;0
19812;Calle La Vereda Edif. 49 Apt. 35;15760;1
19813;Manzana C Edif. 11 Apt. 98;12676;0
19814;Calle Las Palmeras Edif. 168 Apt. 51;38163;0
19815;Calle F Edif. 118 Apt. 135;10406;0
19816;Calle Limoncillo Edif. 57 Apt. 155;27360;0
19817;Respaldo Santa Lucía Edif. 98 Apt. 21;4966;0
19818;Paseo De Las Acacias Edif. 46 Apt. 59;12866;1
19819;Respaldo 2da Edif. 148 Apt. 2;11630;1
19820;Paseo De La Princesa Edif. 167 Apt. 65;33354;0
19821;Calle La Rosa Edif. 77 Apt. 172;34506;0
19822;El Palmar Edif. 177 Apt. 70;2001;0
19823;Calle Caimito Edif. 143 Apt. 66;32884;0
19824;Calle La Vencida Edif. 165 Apt. 81;20545;0
19825;Calle Francisco Carias Lavander Edif. 116 Apt. 116;16207;0
19826;Calle Sol De Colina Edif. 103 Apt. 200;21383;0
19827;Calle Manzana 38 Y 42 Edif. 123 Apt. 94;15655;0
19828;Calle8 Edif. 157 Apt. 91;37540;0
19829;Prde Juan Edif. 109 Apt. 126;18673;0
19830;Calle 25b Edif. 131 Apt. 139;37569;0
19831;Calle Bao Edif. 93 Apt. 82;15321;0
19832;22 Jesus Soto Edif. 182 Apt. 25;451;1
19833;Calle Jose Delio Guzman Edif. 11 Apt. 155;36712;0
19834;Calle Atlas Edif. 171 Apt. 64;10500;0
19835;M T. Sanchez Edif. 4 Apt. 139;39306;0
19836;Calle Gaspar Polanco Edif. 27 Apt. 14;38773;1
19837;Calle Santomé Edif. 79 Apt. 157;1269;0
19838;Restauracion Edif. 72 Apt. 13;22136;0
19839;Calle La Rotonda Edif. 91 Apt. 23;14847;0
19840;Calle Girasol Edif. 187 Apt. 72;21190;0
19841;Independencia Edif. 169 Apt. 54;24560;0
19842;Calle Magalis Estrella Edif. 112 Apt. 177;4012;0
19843;Calle San Miguel Edif. 124 Apt. 144;4608;0
19844;Calle Maria Trinidad Sanchez Edif. 120 Apt. 28;19176;0
19845;La Habras Edif. 60 Apt. 176;40446;0
19846;Calle Los Coralillos Edif. 56 Apt. 77;5460;1
19847;La Salida Edif. 53 Apt. 165;37000;0
19848;Calle Arzobispo Nouel Edif. 121 Apt. 33;5460;1
19849;Calle Primera Edif. 67 Apt. 79;39442;1
19850;Calle Primera Edif. 150 Apt. 173;26520;1
19851;Calle Luis Sucre Perez Ramirez Edif. 191 Apt. 157;631;0
19852;Respaldo Los Proceres Edif. 40 Apt. 52;40321;0
19853;Calle Sol De Invierno Edif. 97 Apt. 111;3824;0
19854;Marginal Sarasota Edif. 130 Apt. 1;4414;0
19855;Calle Doctor Jacinto Mañón Edif. 154 Apt. 92;31538;0
19856;Calle 6ta Edif. 81 Apt. 137;6231;0
19857;Manolo Tavares Justo Edif. 103 Apt. 125;1260;0
19858;Peotonal Maximo Gomez Edif. 138 Apt. 167;19473;0
19859;Calle 18 Edif. 2 Apt. 150;39874;1
19860;Calle 2 Ra Edif. 54 Apt. 29;23904;0
19861;La Salida Edif. 105 Apt. 164;31;1
19862;3ra Liberacion Edif. 89 Apt. 19;27017;0
19863;Callejón Guaricó Edif. 150 Apt. 81;3065;0
19864;Calle Los Honrados Edif. 186 Apt. 64;20073;0
19865;Calle Recta Final Edif. 59 Apt. 48;23510;1
19866;Calle La Noria Edif. 190 Apt. 185;19257;0
19867;Calle Julio Verne Edif. 3 Apt. 154;25985;1
19868;Calle Roldan Edif. 38 Apt. 128;26855;0
19869;Calle Proyecto Hatuey Edif. 16 Apt. 154;25336;0
19870;Avenida 30 De Marzo Edif. 49 Apt. 26;2248;0
19871;Calle Francisco Alberto Caamaño Edif. 156 Apt. 198;21824;0
19872;Calle Fernando Valerio Edif. 23 Apt. 49;38713;1
19873;Calle 33 Edif. 156 Apt. 88;14429;0
19874;Calle Los Anturios Edif. 191 Apt. 41;34226;0
19875;Calle E. Perez Garcia Edif. 38 Apt. 99;35844;0
19876;Respaldo Carolina Edif. 61 Apt. 91;31403;0
19877;Manganagua Edif. 90 Apt. 175;10302;0
19878;Respaldo 33 Edif. 121 Apt. 57;26334;1
19879;Rp. 6 Edif. 81 Apt. 50;16843;0
19880;Calle El Cerro Edif. 138 Apt. 157;2656;0
19881;Calle 7 Edif. 64 Apt. 6;1392;0
19882;Calle Coba Edif. 63 Apt. 145;18778;0
19883;Calle Doña María Edif. 102 Apt. 53;35570;0
19884;Juan Miguel Roman Edif. 42 Apt. 84;1473;0
19885;El Palmar Edif. 84 Apt. 51;21018;0
19886;Calle Crisantemos Edif. 6 Apt. 125;3704;1
19887;Calle Arzobispo Nouel Edif. 114 Apt. 2;23125;0
19888;Paseo Del Rey Edif. 158 Apt. 117;27944;0
19889;Calle Toronja Edif. 8 Apt. 114;23707;0
19890;Transversal 4ta Cucuyo Edif. 129 Apt. 188;19381;0
19891;Calle Colón Edif. 184 Apt. 8;7270;0
19892;Cds Edif. 170 Apt. 127;11477;1
19893;Calle Alberto Solano Edif. 80 Apt. 99;22569;1
19894;Juan Miguel Roman Edif. 44 Apt. 52;30974;0
19895;Calle 7ma Edif. 43 Apt. 91;33332;1
19896;Calle Ramon Santana Edif. 60 Apt. 149;21671;0
19897;Calle Arboleda Edif. 121 Apt. 39;26645;1
19898;Calle Las Flores Edif. 141 Apt. 134;16792;0
19899;3ra Liberacion Edif. 45 Apt. 61;3072;1
19900;Calle Jose Desiderio Valverde Edif. 158 Apt. 55;34077;0
19901;Calle10 Edif. 22 Apt. 71;17680;0
19902;Calle Las Cumbres Edif. 10 Apt. 114;33879;0
19903;Avenida Máximo Gómez Edif. 190 Apt. 46;25655;0
19904;Calle Fernandez Dominguez Edif. 52 Apt. 177;31398;1
19905;Calle Zapote Edif. 90 Apt. 104;13644;0
19906;Jose Paniagua Edif. 137 Apt. 21;28699;0
19907;Calle Oviedo Edif. 127 Apt. 163;40065;1
19908;Calle 3 Edif. 92 Apt. 33;22421;0
19909;San Jose Edif. 134 Apt. 4;29610;0
19910;Calle Sexta Edif. 43 Apt. 161;9881;0
19911;Rp. 5 Edif. 93 Apt. 34;5908;0
19912;La Vega Edif. 97 Apt. 116;4680;0
19913;Res. Sauce Edif. 55 Apt. 31;32078;0
19914;Calle Miguel Angel Buonarroti Edif. 37 Apt. 93;23224;0
19915;Calle 43 Edif. 70 Apt. 86;31875;0
19916;Calle Eusebio Manzueta Edif. 128 Apt. 17;1393;0
19917;Respaldo Manganagua Edif. 77 Apt. 150;11746;0
19918;Calle Cristo Salva Edif. 179 Apt. 186;27443;0
19919;Interior 3ra Edif. 52 Apt. 80;37850;0
19920;Calle Canela Edif. 199 Apt. 70;11382;0
19921;Yolandaguzman Edif. 43 Apt. 1;8625;1
19922;José Maria Heredia Edif. 12 Apt. 147;16124;0
19923;Residencial Junia III Edif. 195 Apt. 81;11643;0
19924;S. Martin Edif. 190 Apt. 154;32297;0
19925;Calle Primera Edif. 107 Apt. 162;35278;0
19926;Esperanza Edif. 37 Apt. 155;34344;0
19927;Calle Daguao Edif. 58 Apt. 160;36296;0
19928;Calle Isabel Santana Edif. 64 Apt. 141;25404;1
19929;Pedro L Cedeno Edif. 111 Apt. 135;2868;0
19930;Los Pinos Oeste Edif. 55 Apt. 182;29238;0
19931;Autopista Duarte Edif. 174 Apt. 48;6246;0
19932;Calle G Edif. 16 Apt. 100;13497;1
19933;Sanchez Edif. 182 Apt. 22;13977;1
19934;Cabañas Nuevo Milenio Edif. 192 Apt. 21;10740;1
19935;B 5 Edif. 150 Apt. 136;39689;1
19936;Avenida República De Argentina Edif. 169 Apt. 56;19094;1
19937;Avenida Padre Castellanos Edif. 71 Apt. 195;9874;0
19938;Peatonal 6 Edif. 173 Apt. 127;8907;0
19939;Calle Doctor César Dargam Edif. 59 Apt. 161;15175;0
19940;Calle Oval 1 Edif. 161 Apt. 2;15677;0
19941;Calle Luz Del Mar Edif. 177 Apt. 118;14058;0
19942;Calle 21a Edif. 78 Apt. 122;6329;0
19943;Calle Jose Lopez Edif. 178 Apt. 141;39885;1
19944;Residencial Ángel Severo Cabral Edif. 1 Apt. 69;15222;1
19945;Calle 39 Edif. 98 Apt. 61;3295;1
19946;Calle La Rotonda Edif. 67 Apt. 97;37385;1
19947;Respaldo 13 Edif. 105 Apt. 16;14930;0
19948;Calle Limoncillo Edif. 179 Apt. 55;26260;0
19949;Avenida Luperón Edif. 128 Apt. 158;18167;1
19950;Calle Higuemota Edif. 10 Apt. 123;12513;0
19951;Calle Mayaguano Edif. 67 Apt. 14;598;0
19952;Laurel Edif. 162 Apt. 62;5768;0
19953;Calle B Edif. 180 Apt. 95;18934;0
19954;Calle Casui Edif. 67 Apt. 174;35947;0
19955;Respaldo Seibo Edif. 83 Apt. 31;1631;0
19956;Calle El Monte Edif. 58 Apt. 44;1651;0
19957;Avenida República De Argentina Edif. 144 Apt. 84;20068;0
19958;Calle 28 Rafael Antonio Pichardo Edif. 182 Apt. 131;18037;1
19959;Calle Uruguay Edif. 89 Apt. 77;33030;0
19960;Caamaño Edif. 60 Apt. 128;31395;0
19961;Avenida Máximo Gómez Edif. 31 Apt. 2;20778;1
19962;Cisne Edif. 110 Apt. 168;30995;0
19963;Calle Gardenias Edif. 57 Apt. 133;5069;1
19964;Calle Isabel Santana Edif. 10 Apt. 66;31772;0
19965;Entrada San Martín Edif. 132 Apt. 154;20399;1
19966;Calle Coronel Rafael Fernandez Dominguez Edif. 48 Apt. 197;35538;0
19967;José Ramón Ortíz Edif. 26 Apt. 75;16782;0
19968;Calle E. Perez Garcia Edif. 162 Apt. 23;16421;0
19969;Calle Principal Santo Cerro Edif. 197 Apt. 34;13761;0
19970;Calle Plaza La Trinitaria Edif. 85 Apt. 86;39802;0
19971;Arístides Fiallo Cabral Edif. 20 Apt. 133;38042;1
19972;Calle Maria Digna Vargas Edif. 84 Apt. 80;20399;1
19973;Calle 1 Residencial Tierra Llana Edif. 149 Apt. 20;21636;0
19974;Calle Rafael Damiron Edif. 87 Apt. 128;39017;0
19975;Calle Vientos Del Sur Edif. 7 Apt. 69;35665;1
19976;Gorda Meir Edif. 174 Apt. 114;30969;0
19977;Calle 12 Edif. 168 Apt. 177;14854;1
19978;Laderas De Arroyo Hondo Edif. 138 Apt. 4;148;0
19979;Manganagua Edif. 26 Apt. 151;9986;0
19980;Calle Presidente Caamaño Edif. 81 Apt. 92;9490;1
19981;Calle Oviedo Edif. 150 Apt. 119;27183;0
19982;Calle William Mieses Edif. 158 Apt. 195;566;0
19983;Calle Sanchez Edif. 28 Apt. 20;36773;0
19984;Calle Sol De Aurora Edif. 196 Apt. 127;33600;0
19985;Calle Mariposa Edif. 23 Apt. 69;22213;0
19986;Calle Luz Del Mar Edif. 72 Apt. 106;11727;1
19987;Calle Enrriquillo Edif. 126 Apt. 140;4195;1
19988;Calle Sanchez Edif. 98 Apt. 97;15937;0
19989;Calle Cibao Este Edif. 135 Apt. 177;5170;0
19990;Calle C Edif. 17 Apt. 196;32902;0
19991;Respaldo 17 Edif. 150 Apt. 8;24740;0
19992;Los Robles Edif. 146 Apt. 60;33838;0
19993;Avenida Paulo III Edif. 14 Apt. 64;39614;1
19994;Calle Obispo Edif. 41 Apt. 75;26276;0
19995;Calle 16 De Agosto Edif. 127 Apt. 40;39793;0
19996;16 De Abril Edif. 37 Apt. 37;28078;1
19997;Avenida Padre Ignacio Ozmee Edif. 149 Apt. 134;40767;0
19998;Carmen Mendoza De Cornielle Edif. 46 Apt. 145;12553;1
19999;Calle Colinas Del Seminario II Edif. 47 Apt. 88;15975;1
20000;Calle Manzana 41 Y 43 Edif. 115 Apt. 128;238;1
20001;Calle Los Fundadores Edif. 8 Apt. 122;25998;0
20002;Calle T Edif. 78 Apt. 17;2789;1
20003;Calle Roosevelt Edif. 20 Apt. 150;35616;0
20004;Las Trinitarias Edif. 92 Apt. 50;39440;0
20005;Avenida Francia Edif. 102 Apt. 23;22874;0
20006;Macedonia 3 Edif. 145 Apt. 24;22974;1
20007;Enrique Henriquez Edif. 64 Apt. 91;18981;0
20008;Calle Doña Rogelia Edif. 198 Apt. 38;18042;0
20009;Calle L Edif. 87 Apt. 196;17008;1
20010;Calle Jardines Del Norte Edif. 101 Apt. 165;18432;0
20011;Calle Rosario Edif. 70 Apt. 76;4681;0
20012;Rp. 34 Edif. 182 Apt. 94;18899;0
20013;Peaton 6 Edif. 11 Apt. 31;23589;0
20014;Calle Ludovino Fernandez Edif. 5 Apt. 163;16344;0
20015;Calle Mozart Edif. 175 Apt. 133;16766;1
20016;Calle La Rusilla Edif. 46 Apt. 161;10820;0
20017;Calle Jimenez Moya Edif. 28 Apt. 28;40704;0
20018;Vicente Fernandez Edif. 11 Apt. 29;10904;0
20019;Felipe Maduro Edif. 35 Apt. 158;21422;0
20020;Calle Ana Teresa Parada Edif. 87 Apt. 29;9302;0
20021;Calle De Dios Edif. 17 Apt. 31;15063;0
20022;Calle Jayaco Edif. 74 Apt. 157;27978;0
20023;Calle Doña Rogelia Edif. 55 Apt. 190;12632;0
20024;Calle Bainoa Edif. 104 Apt. 108;23259;1
20025;Calle 6ta Edif. 180 Apt. 87;32842;0
20026;Calle Cuyaya Edif. 147 Apt. 81;35688;1
20027;Calle La Esperanza Edif. 108 Apt. 29;4304;0
20028;Barbarin Mojica Edif. 39 Apt. 124;8651;1
20029;Calle Mella Edif. 43 Apt. 193;15134;0
20030;Calle Juana Saltitopa Edif. 100 Apt. 195;39141;0
20031;Diagonal C Edif. 114 Apt. 12;22942;0
20032;Calle Eduardo Brito Edif. 138 Apt. 176;18901;0
20033;Calle Sol De Otoño Edif. 182 Apt. 88;5512;0
20034;Calle Casimiro De Moya Edif. 165 Apt. 69;32059;0
20035;Avenida George Washington Edif. 18 Apt. 8;32414;1
20036;Calle 10 Edif. 41 Apt. 69;31026;0
20037;Calle 10 Edif. 32 Apt. 40;14585;1
20038;Juan Isidro Jiménez Edif. 189 Apt. 48;9573;0
20039;Calle La Vaguada Edif. 5 Apt. 148;7479;1
20040;Respaldo 29 Edif. 16 Apt. 12;15528;0
20041;Hacia Parqueo Plaza Luperon Edif. 48 Apt. 163;1617;0
20042;Calle Profesor Octavio Ramírez Duval Edif. 40 Apt. 28;25921;0
20043;Calle Manzana 46 Y 41 Edif. 32 Apt. 106;2213;1
20044;Calle San Francisco De Macoris Edif. 72 Apt. 48;23929;0
20045;La Piedra Edif. 172 Apt. 37;33110;0
20046;Calle Orion Edif. 2 Apt. 100;38180;0
20047;Calle Francisco Espalliat Edif. 124 Apt. 35;33250;0
20048;Calle 3ra Edif. 87 Apt. 123;5146;0
20049;Calle Cristo Salva Edif. 21 Apt. 78;25473;0
20050;Calle El Cayao Edif. 29 Apt. 94;38617;0
20051;Calle Juan XXI Edif. 82 Apt. 26;18950;1
20052;Calle Eugenio Perdomo Edif. 48 Apt. 31;300;0
20053;San Martin Edif. 182 Apt. 30;27860;0
20054;Calle La Sierra Edif. 121 Apt. 139;5031;0
20055;Calle Agueda Suarez Edif. 181 Apt. 40;13669;0
20056;Peaton 1 Edif. 144 Apt. 40;20706;0
20057;Calle Jimenez Moya Edif. 167 Apt. 68;40393;0
20058;Calle Pilon De Azucar Edif. 58 Apt. 136;21301;0
20059;Calle Gardenia Edif. 57 Apt. 180;1805;0
20060;Calle Ruben Dario Edif. 111 Apt. 192;28732;1
20061;Calle Paseo De La Castaña Edif. 79 Apt. 28;23577;0
20062;Calle Isabel Prerozo Edif. 177 Apt. 41;14145;0
20063;Respaldo Rafael Ceara Edif. 61 Apt. 95;13383;0
20064;Respaldo 24 De Abril Edif. 121 Apt. 155;18332;1
20065;Yolando Guzman Edif. 96 Apt. 32;27779;0
20066;Calle La Esperanza Edif. 99 Apt. 89;25390;0
20067;Avenida Principal Edif. 127 Apt. 32;39747;0
20068;Calle Cenovi Edif. 97 Apt. 120;18735;1
20069;Calle Brisa Del Mar Edif. 157 Apt. 84;4095;0
20070;Calle Luis Sucre Perez Ramirez Edif. 59 Apt. 113;12077;1
20071;Calle Milán Edif. 191 Apt. 105;7271;1
20072;Respaldo Ginebra Edif. 65 Apt. 63;4161;0
20073;Avenida Francisco Caamaño Deñó Edif. 81 Apt. 64;14826;0
20074;Calle Jerusalén Edif. 178 Apt. 159;13626;0
20075;Calle Tu Lipan Edif. 183 Apt. 121;11275;0
20076;Calle Perseverancia Edif. 188 Apt. 89;4365;1
20077;Calle Baltazar Alvarez Edif. 199 Apt. 82;7550;1
20078;Calle Nicolas Casimiro Edif. 111 Apt. 112;894;1
20079;Calle 7ma Edif. 129 Apt. 164;19009;0
20080;Calle Fernandez Dominguez Edif. 199 Apt. 103;6866;0
20081;Calle Ñ Edif. 133 Apt. 25;6042;0
20082;Calle Zafiro Edif. 11 Apt. 93;1205;0
20083;Rp 1ra Edif. 187 Apt. 178;28601;0
20084;Calle Palma Guana Edif. 69 Apt. 174;7225;0
20085;Calle Y Edif. 59 Apt. 139;14783;0
20086;Calle Antonio Estevez Edif. 91 Apt. 87;24221;0
20087;Manolo Tavares Justo Edif. 14 Apt. 53;30276;0
20088;Moreno Edif. 153 Apt. 126;29653;0
20089;Cabañas Principe Edif. 136 Apt. 130;30295;1
20090;Avenida Rómulo Betancourt Edif. 17 Apt. 152;41058;0
20091;Curt Peters Strasse Edif. 151 Apt. 129;13081;1
20092;Greg Luperon Edif. 105 Apt. 166;20637;0
20093;Calle Siervas De María Edif. 145 Apt. 179;4324;0
20094;Calle 5 Edif. 143 Apt. 15;40650;0
20095;Calle C-36b Edif. 68 Apt. 110;20353;0
20096;Cabañas Tia Tania Edif. 35 Apt. 21;31084;1
20097;Calle Galá Edif. 49 Apt. 120;27110;1
20098;Padre Bill M Edif. 43 Apt. 50;18331;0
20099;Calle Respaldo Seminario Edif. 188 Apt. 25;19499;0
20100;Calle Elvira De Mendoza Edif. 6 Apt. 168;39966;0
20101;Calle Cervantes Edif. 109 Apt. 120;31673;1
20102;Rp. San Ant Edif. 44 Apt. 44;32479;0
20103;Calle Nazaret Edif. 127 Apt. 135;39062;0
20104;Respaldo Calle 41 Edif. 63 Apt. 195;18160;0
20105;Avenida Padre Ignacio Ozmee Edif. 46 Apt. 134;29417;1
20106;Calle D Edif. 63 Apt. 59;21161;1
20107;Calle 37 Edif. 101 Apt. 89;36783;0
20108;Calle Héctor Incháustegui Edif. 99 Apt. 81;37257;0
20109;Calle Sagrario Diaz Edif. 126 Apt. 166;39242;0
20110;Calle Las Sirenas Edif. 39 Apt. 105;32650;1
20111;Calle La Ladera Edif. 169 Apt. 7;20907;0
20112;Dicona I Edif. 11 Apt. 143;15606;1
20113;Calle Madrana Modesta Edif. 176 Apt. 169;32215;1
20114;Respaldo Anibal De Epinosa Edif. 44 Apt. 163;13112;1
20115;Calle Julian Chivi Edif. 180 Apt. 73;3703;0
20116;Altamira Edif. 109 Apt. 44;18925;0
20117;Puesta Del Sol Edif. 102 Apt. 164;12385;0
20118;San Sebastian IV Edif. 15 Apt. 123;23533;0
20119;Calle Jose Mateo Edif. 130 Apt. 86;23726;0
20120;Calle Duarte Edif. 75 Apt. 100;1840;0
20121;Calle E. Perez Garcia Edif. 76 Apt. 183;2327;1
20122;Calle Los Maniceros Edif. 74 Apt. 156;32452;1
20123;Calle Rafael Brea Edif. 104 Apt. 144;7524;0
20124;Respaldo Santa Lucía Edif. 31 Apt. 164;27357;0
20125;Calle Cristina Peralta Edif. 29 Apt. 106;3305;0
20126;Residencial Sandra Edif. 52 Apt. 4;8062;1
20127;Avenida Ecológica Edif. 123 Apt. 97;6476;0
20128;Cebolla Edif. 41 Apt. 102;6304;0
20129;Calle Las Colinas Edif. 188 Apt. 163;40924;0
20130;Calle De Engombe Edif. 12 Apt. 21;23029;0
20131;La Vigia Edif. 134 Apt. 47;36156;1
20132;Calle José Felieu Edif. 162 Apt. 28;17127;0
20133;Interior 1era Edif. 8 Apt. 21;24521;1
20134;Calle Gaspar Polanco Edif. 179 Apt. 122;35136;0
20135;Paseo Del Nizao Edif. 86 Apt. 36;33900;0
20136;Calle 34 Edif. 141 Apt. 149;29565;0
20137;Residencial Venecia Edif. 177 Apt. 21;24296;1
20138;B Edif. 42 Apt. 119;24138;1
20139;Entrada San Martín Edif. 106 Apt. 176;9292;0
20140;Barranco Edif. 169 Apt. 6;32182;0
20141;Paseo Padre Billini Edif. 112 Apt. 142;22327;0
20142;Lafontaine Edif. 5 Apt. 92;11247;1
20143;2da Mirador Del Arroyo Edif. 25 Apt. 36;9013;1
20144;Calle Maireni Edif. 42 Apt. 46;6359;0
20145;Héctor Homero Hernández Edif. 18 Apt. 44;36054;1
20146;Jardines De Kyoto Edif. 186 Apt. 109;20414;1
20147;Interior A Los Almendros Edif. 137 Apt. 83;1754;1
20148;Calle J1 Edif. 146 Apt. 106;37412;0
20149;M. T. Justo Edif. 171 Apt. 4;9711;0
